code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
002272,新华科技创新主题灵活配置混合,0.15%,100元起购,11.28%,24.82%,22.77%,17.53%,5.55%,4.60%,混合型,0.27亿元（2019-12-31）,2016-03-22,新华基金
002271,招商安弘灵活配置混合,0.15%,100元起购,14.73%,31.06%,38.40%,59.32%,76.45%,79.98%,混合型,0.97亿元（2019-12-31）,2015-12-29,招商基金
002269,银华大数据灵活配置定开混合,0.15%,100元起购,4.46%,9.88%,20.11%,24.48%,-3.58%,-11.00%,混合型,0.62亿元（2019-12-31）,2016-04-07,银华基金
002270,东吴安盈量化灵活配置混合,0.15%,1000元起购,14.62%,21.59%,29.90%,39.26%,7.21%,16.00%,混合型,3.46亿元（2019-12-31）,2016-02-03,东吴基金
002268,兴业丰利债券,暂停申购,暂停申购,0.59%,1.39%,1.88%,3.06%,9.42%,9.96%,债券型,43.80亿元（2019-12-31）,2015-12-28,兴业基金
002265,鑫元兴利定期开放债,0.06%,99999999999元起购,0.92%,1.98%,2.76%,4.78%,16.44%,16.56%,定开债券,12.79亿元（2019-12-31）,2016-01-13,鑫元基金
002264,华夏乐享健康混合,0.15%,100元起购,15.84%,30.02%,41.43%,91.11%,72.66%,80.60%,混合型,2.82亿元（2019-12-31）,2016-08-03,华夏基金
002263,泰达宏利大数据混合A,0.15%,100元起购,6.20%,14.11%,17.15%,29.36%,16.85%,40.74%,混合型,0.75亿元（2019-12-31）,2016-02-23,泰达宏利基金
002262,中银宝利混合C,0.00%,100元起购,3.21%,7.07%,9.91%,18.91%,36.30%,40.80%,混合型,0.09亿元（2019-12-31）,2016-02-04,中银基金
002261,中银宝利混合A,0.10%,100元起购,3.12%,7.08%,9.93%,18.71%,35.66%,41.36%,混合型,5.16亿元（2019-12-31）,2016-02-04,中银基金
002260,中信建投添鑫宝,0.00%,100元起购,0.20%,0.60%,1.18%,2.37%,9.67%,12.73%,货币型,101.19亿元（2019-12-31）,2015-12-16,中信建投基金
002254,长信金葵纯债A,0.06%,100元起购,0.94%,1.96%,2.62%,3.91%,16.83%,21.19%,定开债券,2.48亿元（2019-12-31）,2016-01-27,长信基金
002246,泰康稳健增利债券C,0.00%,100元起购,1.48%,2.78%,3.24%,6.20%,31.21%,33.66%,债券型,7.74亿元（2019-12-31）,2016-02-03,泰康资产
002252,融通成长30灵活配置混合,0.15%,100元起购,15.99%,36.47%,50.23%,67.41%,70.87%,65.40%,混合型,1.61亿元（2019-12-31）,2015-12-11,融通基金
002251,华夏军工安全混合,0.15%,100元起购,12.17%,21.89%,15.82%,24.88%,-2.02%,6.90%,混合型,5.77亿元（2019-12-31）,2016-03-22,华夏基金
002249,招商境远灵活配置混合,0.15%,100元起购,13.53%,28.59%,38.43%,65.86%,51.84%,54.27%,混合型,1.42亿元（2019-12-31）,2015-12-15,招商基金
002248,新疆前海联合海盈货币B,0.00%,5000000元起购,0.25%,0.73%,1.42%,2.81%,11.11%,14.56%,货币型,70.86亿元（2019-12-31）,2015-12-24,前海联合
002247,新疆前海联合海盈货币A,0.00%,100元起购,0.22%,0.67%,1.30%,2.55%,10.28%,13.39%,货币型,0.42亿元（2019-12-31）,2015-12-24,前海联合
002243,东方金证通货币,暂停申购,暂停申购,0.22%,0.66%,1.27%,2.43%,9.71%,12.02%,货币型,6.41亿元（2019-12-31）,2016-03-18,东方基金
002245,泰康稳健增利债券A,0.08%,100元起购,1.50%,2.87%,3.39%,6.54%,18.54%,21.23%,债券型,13.03亿元（2019-12-31）,2016-02-03,泰康资产
002244,景顺长城低碳科技主题混合,0.15%,100元起购,18.33%,46.41%,44.89%,69.25%,39.34%,59.93%,混合型,1.37亿元（2019-12-31）,2016-03-11,景顺长城基金
002230,华夏大中华混合(QDII),0.15%,100元起购,4.89%,10.20%,17.16%,18.79%,4.02%,37.20%,QDII,1.22亿元（2019-12-31）,2016-01-20,华夏基金
002236,大成360互联网+大数据100A,0.12%,100元起购,9.80%,23.08%,27.80%,35.98%,0.33%,23.20%,股票指数,0.89亿元（2019-12-31）,2016-02-03,大成基金
002235,泰信天天收益货币E,暂停申购,暂停申购,0.17%,0.54%,1.06%,2.09%,9.02%,11.04%,货币型,0.00亿元（2019-12-31）,2016-05-17,泰信基金
002234,泰信天天收益货币B,0.00%,3000000元起购,0.19%,0.60%,1.18%,2.33%,9.84%,12.13%,货币型,3.18亿元（2019-12-31）,2016-05-17,泰信基金
002233,工银丰收回报灵活配置混合C,0.00%,100元起购,3.91%,8.13%,10.33%,14.50%,28.63%,30.30%,混合型,3.41亿元（2019-12-31）,2015-12-03,工银瑞信基金
002232,华夏新趋势混合C,暂停申购,暂停申购,0.66%,-1.47%,-0.19%,5.51%,--,9.00%,混合型,0.00亿元（2019-06-30）,2015-12-10,华夏基金
002228,长城新优选混合C,0.00%,100元起购,1.74%,3.42%,3.43%,10.99%,25.70%,34.25%,混合型,7.79亿元（2019-12-31）,2016-03-22,长城基金
002231,华夏新趋势混合A,暂停申购,暂停申购,-0.08%,0.17%,-0.25%,9.10%,19.07%,21.92%,混合型,1.16亿元（2019-12-31）,2015-12-10,华夏基金
002229,华夏经济转型股票,0.15%,100元起购,13.23%,35.26%,46.50%,50.61%,86.99%,104.01%,股票型,11.55亿元（2019-12-31）,2016-03-15,华夏基金
002227,长城新优选混合A,0.15%,100元起购,1.79%,3.57%,3.74%,11.61%,27.59%,33.08%,混合型,10.03亿元（2019-12-31）,2016-03-22,长城基金
002224,中邮绝对收益策略定期开放混合,0.15%,100元起购,4.33%,6.05%,7.47%,14.35%,6.05%,-3.60%,混合型,2.18亿元（2019-12-31）,2015-12-30,中邮基金
002222,嘉实新趋势混合,暂停申购,暂停申购,1.82%,3.45%,6.49%,6.21%,19.17%,23.10%,混合型,3.24亿元（2019-12-31）,2016-04-08,嘉实基金
002220,南方瑞利灵活配置混合,0.15%,100元起购,10.29%,18.43%,25.00%,46.84%,45.41%,51.95%,混合型,1.14亿元（2019-12-31）,2015-12-23,南方基金
002219,南方弘利C,暂停申购,暂停申购,1.38%,-0.90%,-0.18%,6.05%,13.89%,13.55%,定开债券,0.00亿元（2019-06-30）,2015-12-11,南方基金
002218,南方弘利A,暂停申购,暂停申购,1.38%,2.68%,3.42%,9.89%,18.01%,17.66%,定开债券,20.31亿元（2019-12-31）,2015-12-11,南方基金
002217,易方达量化策略C,0.00%,100元起购,8.21%,19.30%,25.42%,49.88%,--,19.90%,混合型,0.22亿元（2019-12-31）,2017-12-19,易方达基金
002216,易方达量化策略A,0.15%,100元起购,8.30%,19.51%,25.83%,50.68%,--,21.30%,混合型,0.85亿元（2019-12-31）,2017-12-19,易方达基金
002214,中海沪港深价值优选混合,0.15%,100元起购,-0.64%,1.31%,3.71%,7.63%,28.88%,51.18%,混合型,1.44亿元（2019-12-31）,2016-04-28,中海基金
002213,中海顺鑫灵活配置混合,0.08%,100元起购,17.53%,48.31%,68.62%,81.02%,63.67%,64.33%,混合型,0.40亿元（2019-12-31）,2015-12-30,中海基金
002212,嘉实新起航混合,暂停申购,暂停申购,0.79%,2.32%,4.53%,7.11%,18.46%,22.60%,混合型,3.41亿元（2019-12-31）,2016-03-14,嘉实基金
002211,嘉实新财富混合,暂停申购,暂停申购,0.34%,1.90%,4.98%,8.25%,19.39%,23.69%,混合型,0.58亿元（2019-12-31）,2016-03-14,嘉实基金
002210,创金合信量化多因子股票A,0.15%,100元起购,9.83%,22.45%,24.92%,33.34%,6.63%,31.79%,股票型,5.61亿元（2019-12-31）,2016-01-22,创金合信基金
002207,前海开源金银珠宝混合C,0.15%,100元起购,11.45%,25.32%,13.75%,32.34%,-2.03%,15.80%,混合型,2.21亿元（2019-12-31）,2015-12-02,前海开源基金
002206,博时裕康纯债债券,0.08%,100元起购,0.86%,1.73%,2.45%,4.44%,14.48%,14.35%,债券型,10.60亿元（2019-12-31）,2015-12-03,博时基金
002202,大成慧成货币E,暂停申购,暂停申购,0.16%,0.52%,1.00%,1.85%,8.92%,10.44%,货币型,0.00亿元（2019-12-31）,2016-02-03,大成基金
002201,大成慧成货币B,0.00%,5000000元起购,0.18%,0.58%,1.13%,2.09%,9.70%,12.83%,货币型,0.44亿元（2019-12-31）,2016-02-03,大成基金
002200,大成慧成货币A,0.00%,100元起购,0.16%,0.52%,1.00%,1.85%,8.91%,11.75%,货币型,0.04亿元（2019-12-31）,2016-02-03,大成基金
002199,前海开源中证军工指数C,0.12%,100元起购,12.36%,20.96%,15.76%,24.70%,-15.95%,-28.13%,股票指数,1.73亿元（2019-12-31）,2015-11-30,前海开源基金
002197,国泰鑫策略价值混合,0.15%,100元起购,7.02%,12.04%,15.76%,17.15%,20.48%,21.81%,混合型,2.20亿元（2019-12-31）,2015-12-30,国泰基金
002195,中银机构现金管理货币,0.00%,1000元起购,0.21%,0.69%,1.36%,2.68%,10.99%,14.75%,货币型,125.70亿元（2019-12-31）,2015-12-11,中银基金
002196,金鹰技术领先灵活配置混合C,0.00%,100元起购,0.38%,4.10%,4.38%,-4.84%,-34.09%,-21.30%,混合型,0.11亿元（2019-12-31）,2016-05-13,金鹰基金
002198,博时裕达纯债债券,0.08%,100元起购,0.77%,1.89%,2.86%,4.54%,15.84%,19.17%,债券型,15.85亿元（2019-12-31）,2015-12-03,博时基金
002194,北信瑞丰稳定增强,0.08%,100元起购,3.23%,4.56%,6.24%,7.54%,2.73%,5.50%,混合型,2.36亿元（2019-12-31）,2016-04-13,北信瑞丰
002191,农银物联网混合,0.15%,100元起购,16.46%,39.59%,49.93%,71.39%,72.48%,70.84%,混合型,0.41亿元（2019-12-31）,2016-05-04,农银汇理基金
002190,农银新能源主题,0.15%,100元起购,18.59%,50.13%,53.38%,54.05%,36.24%,37.58%,混合型,0.72亿元（2019-12-31）,2016-03-29,农银汇理基金
002189,农银汇理国企改革混合,0.15%,100元起购,15.16%,28.25%,32.05%,52.32%,85.46%,96.24%,混合型,1.60亿元（2019-12-31）,2016-06-03,农银汇理基金
002186,国联安鑫享灵活配置混合C,0.00%,100元起购,1.98%,3.33%,5.96%,15.08%,0.87%,40.83%,混合型,2.71亿元（2019-12-31）,2015-11-28,国联安基金
002192,东方鼎新灵活配置混合C,0.00%,100元起购,1.30%,3.23%,4.21%,20.99%,27.32%,30.50%,混合型,3.43亿元（2019-12-31）,2016-04-20,东方基金
002185,泓德泓利货币B,0.00%,5000000元起购,0.20%,0.59%,1.20%,2.49%,10.28%,13.81%,货币型,3.80亿元（2019-12-31）,2015-12-21,泓德基金
002188,鹏华丰华债券,0.08%,100元起购,0.73%,1.69%,2.35%,10.20%,16.79%,19.69%,债券型,4.16亿元（2019-12-31）,2015-12-02,鹏华基金
002184,泓德泓利货币A,0.00%,100元起购,0.18%,0.53%,1.08%,2.25%,9.49%,12.67%,货币型,0.08亿元（2019-12-31）,2015-12-21,泓德基金
002183,广发天天红货币B,0.00%,100元起购,0.23%,0.70%,1.35%,2.71%,10.92%,14.87%,货币型,156.12亿元（2019-12-31）,2015-12-15,广发基金
002182,东兴蓝海财富混合,0.15%,1000元起购,0.58%,1.61%,3.57%,8.41%,-9.73%,-30.40%,混合型,1.03亿元（2019-12-31）,2015-12-23,东兴证券
002181,华安大安全混合,0.15%,100元起购,12.09%,25.25%,38.99%,67.76%,--,48.30%,混合型,0.67亿元（2019-12-31）,2017-08-23,华安基金
002180,中银移动互联灵活配置混合,0.15%,100元起购,7.79%,12.50%,18.13%,45.01%,--,13.40%,混合型,1.50亿元（2019-12-31）,2017-07-20,中银基金
002178,嘉实新起点混合C,暂停申购,暂停申购,2.48%,4.21%,6.39%,5.39%,13.20%,11.50%,混合型,0.21亿元（2019-12-31）,2015-12-04,嘉实基金
002177,信诚新泽B,0.00%,10元起购,2.00%,3.98%,6.54%,13.25%,--,17.21%,混合型,2.13亿元（2019-12-31）,2017-06-27,中信保诚基金
002175,博时裕乾纯债A,0.08%,100元起购,0.82%,1.90%,2.52%,3.97%,13.60%,17.69%,债券型,15.17亿元（2019-12-31）,2016-01-15,博时基金
002179,华安事件驱动量化策略混合,0.15%,100元起购,11.78%,21.16%,25.67%,39.25%,4.54%,8.20%,混合型,0.45亿元（2019-12-31）,2016-12-14,华安基金
002172,海富通新内需混合C,暂停申购,暂停申购,2.11%,4.07%,5.58%,11.31%,18.63%,26.41%,混合型,1.30亿元（2019-12-31）,2015-12-17,海富通基金
002174,东方互联网嘉混合,0.15%,100元起购,6.65%,14.56%,18.84%,32.18%,-23.62%,-24.29%,混合型,0.81亿元（2019-12-31）,2016-04-06,东方基金
002170,东吴移动互联C,暂停申购,暂停申购,13.17%,28.69%,34.07%,46.28%,18.22%,20.67%,混合型,0.77亿元（2019-12-31）,2015-11-26,东吴基金
002169,永赢稳益债券,0.09%,100元起购,0.94%,1.91%,2.51%,4.43%,14.32%,16.14%,债券型,27.36亿元（2019-12-31）,2015-12-02,永赢基金
002168,嘉实智能汽车股票,0.15%,100元起购,16.15%,44.02%,45.08%,70.69%,82.02%,135.90%,股票型,10.77亿元（2019-12-31）,2016-02-04,嘉实基金
002167,南方顺康混合,0.12%,100元起购,0.45%,5.67%,13.87%,29.66%,21.80%,26.06%,混合型,1.08亿元（2019-12-31）,2015-11-26,南方基金
002166,华夏永福混合C,暂停申购,暂停申购,4.92%,12.82%,16.43%,36.60%,36.60%,36.89%,混合型,0.10亿元（2019-12-31）,2015-11-23,华夏基金
002155,国金鑫瑞灵活配置混合,0.15%,100元起购,0.71%,2.91%,5.67%,24.49%,--,23.15%,混合型,0.89亿元（2019-12-31）,2017-09-13,国金基金
002152,华宝核心优势混合,0.15%,100元起购,11.58%,25.51%,33.58%,52.14%,58.32%,59.90%,混合型,0.55亿元（2019-12-31）,2016-01-21,华宝基金
002149,嘉实新优选混合,暂停申购,暂停申购,0.18%,1.69%,4.46%,7.65%,18.43%,21.99%,混合型,3.43亿元（2019-12-31）,2016-04-08,嘉实基金
002165,汇添富达欣混合C,0.00%,100元起购,1.41%,2.18%,2.36%,6.48%,10.95%,13.72%,混合型,1.15亿元（2019-12-31）,2015-12-02,汇添富基金
002148,国寿安保稳惠混合,0.10%,100元起购,11.66%,29.25%,32.64%,46.95%,64.64%,73.20%,混合型,2.06亿元（2019-12-31）,2015-11-26,国寿安保基金
002156,长盛盛世混合A,0.15%,100元起购,2.76%,6.00%,8.02%,17.69%,13.32%,23.18%,混合型,2.68亿元（2019-12-31）,2015-12-11,长盛基金
002147,长安鑫益增强混合C,0.00%,100元起购,0.55%,1.43%,2.75%,7.30%,34.23%,21.48%,混合型,77.13亿元（2019-12-31）,2016-02-22,长安基金
002146,长安鑫益增强混合A,0.15%,100元起购,0.59%,1.56%,3.05%,8.12%,36.49%,24.34%,混合型,15.01亿元（2019-12-31）,2016-02-22,长安基金
002145,诺安景鑫灵活配置混合,0.15%,100元起购,19.80%,43.86%,49.70%,65.39%,37.12%,36.98%,混合型,1.01亿元（2019-12-31）,2015-12-08,诺安基金
002144,华安新优选灵活配置混合C,0.00%,100元起购,1.80%,3.29%,4.25%,4.54%,9.82%,13.24%,混合型,0.21亿元（2019-12-31）,2015-11-18,华安基金
002143,博时裕坤3个月定开债,暂停申购,暂停申购,0.92%,2.01%,2.40%,4.59%,15.83%,17.31%,定开债券,106.12亿元（2019-12-31）,2015-11-30,博时基金
002142,博时外延增长主题灵活配置混合,0.15%,100元起购,10.56%,26.94%,32.40%,51.24%,79.22%,109.68%,混合型,2.82亿元（2019-12-31）,2016-02-03,博时基金
002141,建信鑫丰回报灵活配置混合C,0.00%,100元起购,9.21%,10.08%,9.54%,9.19%,11.88%,13.85%,混合型,5.52亿元（2019-12-31）,2015-11-19,建信基金
002140,博时裕诚纯债债券,0.08%,100元起购,0.69%,1.58%,2.08%,3.90%,13.26%,14.62%,债券型,10.05亿元（2019-12-31）,2016-10-31,博时基金
002139,泓德裕泰债券C,0.00%,100元起购,0.77%,5.33%,10.34%,13.29%,23.96%,28.79%,债券型,1.26亿元（2019-12-31）,2015-12-17,泓德基金
002138,泓德裕泰债券A,0.08%,100元起购,0.83%,5.40%,10.60%,13.72%,25.19%,31.57%,债券型,33.26亿元（2019-12-31）,2015-12-17,泓德基金
002137,诺安利鑫灵活配置混合,0.15%,100元起购,16.62%,25.38%,29.47%,37.43%,53.05%,52.59%,混合型,0.91亿元（2019-12-31）,2015-12-02,诺安基金
002136,广发鑫源混合C,暂停申购,暂停申购,0.17%,0.95%,0.95%,4.94%,16.78%,16.90%,混合型,0.01亿元（2019-12-31）,2016-11-02,广发基金
002135,广发鑫源混合A,暂停申购,暂停申购,0.18%,1.07%,1.16%,5.37%,13.01%,13.80%,混合型,2.21亿元（2019-12-31）,2016-11-02,广发基金
002134,广发鑫裕混合,暂停申购,暂停申购,1.61%,3.12%,5.00%,13.69%,25.18%,38.70%,混合型,3.64亿元（2019-12-31）,2016-03-01,广发基金
002133,广发鑫益混合,0.15%,100元起购,7.70%,19.19%,27.65%,49.57%,26.95%,38.50%,混合型,1.81亿元（2019-12-31）,2016-11-16,广发基金
002132,广发鑫享混合,暂停申购,暂停申购,23.31%,46.98%,72.20%,94.86%,61.31%,55.50%,混合型,1.79亿元（2019-12-31）,2016-01-15,广发基金
002128,广发鑫惠纯债定开,暂停申购,暂停申购,0.69%,1.48%,2.07%,4.07%,15.20%,15.78%,定开债券,15.33亿元（2019-12-31）,2016-11-16,广发基金
002125,广发新兴成长混合,0.15%,100元起购,7.96%,12.20%,17.95%,49.65%,--,5.80%,混合型,2.34亿元（2019-12-31）,2017-09-15,广发基金
002124,广发新兴产业混合,0.15%,100元起购,15.31%,31.55%,40.73%,73.37%,70.87%,101.80%,混合型,1.77亿元（2019-12-31）,2016-01-29,广发基金
002123,北信瑞丰外延增长,0.15%,100元起购,6.21%,8.75%,10.27%,22.77%,10.68%,18.10%,混合型,0.54亿元（2019-12-31）,2016-05-17,北信瑞丰
002121,广发沪港深新起点股票,0.15%,10元起购,0.21%,6.80%,9.97%,20.32%,44.82%,54.67%,股票型,50.02亿元（2019-12-31）,2016-11-02,广发基金
002120,广发安悦混合,暂停申购,暂停申购,1.07%,2.07%,3.38%,7.80%,22.27%,22.52%,混合型,7.83亿元（2019-12-31）,2016-11-07,广发基金
002119,广发安盈混合C,暂停申购,暂停申购,2.18%,4.83%,5.31%,16.17%,16.52%,17.10%,混合型,0.00亿元（2019-12-31）,2016-12-09,广发基金
002118,广发安盈混合A,暂停申购,暂停申购,2.18%,4.92%,5.48%,16.58%,16.70%,17.40%,混合型,1.15亿元（2019-12-31）,2016-12-09,广发基金
002117,广发安享混合C,0.00%,50000元起购,1.97%,3.04%,4.86%,9.29%,22.84%,35.61%,混合型,0.36亿元（2019-12-31）,2016-02-22,广发基金
002116,广发安享混合A,0.15%,50000元起购,1.96%,3.12%,5.03%,9.66%,24.31%,28.66%,混合型,3.36亿元（2019-12-31）,2016-02-22,广发基金
002112,德邦鑫星价值灵活配置混合C,0.00%,100元起购,2.55%,4.45%,6.44%,11.14%,20.61%,26.52%,混合型,1.56亿元（2019-12-31）,2015-11-16,德邦基金
002111,华宝新起点混合,暂停申购,暂停申购,1.85%,3.56%,6.18%,11.14%,18.53%,18.98%,混合型,2.51亿元（2019-12-31）,2016-12-19,华宝基金
002109,博时裕丰纯债3个月定开债,0.08%,100元起购,0.83%,1.76%,2.33%,3.89%,15.26%,17.65%,定开债券,30.84亿元（2019-12-31）,2015-11-25,博时基金
002106,德邦福鑫灵活配置混合C,0.00%,100元起购,5.90%,8.33%,11.46%,10.99%,-2.38%,2.60%,混合型,0.50亿元（2019-12-31）,2015-11-16,德邦基金
002102,创金合信转债精选债券C,0.00%,100元起购,4.22%,7.55%,8.72%,10.00%,10.23%,15.53%,债券型,0.02亿元（2019-12-31）,2015-11-19,创金合信基金
002101,创金合信转债精选债券A,0.08%,100元起购,4.24%,7.62%,8.88%,10.42%,12.90%,26.56%,债券型,0.01亿元（2019-12-31）,2015-11-19,创金合信基金
002096,博时新收益C,0.08%,100元起购,7.68%,15.11%,15.70%,31.60%,51.00%,51.27%,混合型,0.24亿元（2019-12-31）,2016-04-01,博时基金
002103,招商康泰灵活配置混合,0.15%,100元起购,0.84%,2.47%,4.76%,9.07%,17.42%,16.60%,混合型,2.78亿元（2019-12-31）,2016-02-04,招商基金
002095,博时新收益A,0.08%,100元起购,7.69%,15.15%,15.76%,31.74%,51.43%,52.51%,混合型,2.44亿元（2019-12-31）,2016-02-04,博时基金
002091,华泰柏瑞新利混合C,暂停申购,暂停申购,1.06%,2.11%,3.93%,3.99%,11.73%,17.33%,混合型,0.70亿元（2019-12-31）,2015-11-19,华泰柏瑞基金
002088,国富新机遇混合C,0.00%,100元起购,1.62%,4.33%,6.54%,15.36%,24.04%,29.38%,混合型,0.63亿元（2019-12-31）,2015-11-19,国海富兰克林基金
002087,国富新机遇混合A,0.10%,100元起购,1.69%,4.39%,6.77%,15.58%,24.60%,30.93%,混合型,3.09亿元（2019-12-31）,2015-11-19,国海富兰克林基金
002086,大成景安短融债券E,0.00%,100元起购,0.44%,1.13%,1.78%,3.48%,13.91%,16.36%,债券型,3.61亿元（2019-12-31）,2016-01-12,大成基金
002085,长盛互联网+混合,0.15%,100元起购,4.42%,6.97%,9.34%,14.30%,16.29%,13.50%,混合型,2.30亿元（2019-12-31）,2015-12-28,长盛基金
002084,新华鑫动力灵活配置混合C,0.10%,100元起购,16.36%,27.74%,44.80%,64.74%,27.24%,28.00%,混合型,0.05亿元（2019-12-31）,2016-06-08,新华基金
002083,新华鑫动力灵活配置混合A,0.10%,100元起购,16.38%,27.83%,44.82%,65.08%,27.58%,28.60%,混合型,0.14亿元（2019-12-31）,2016-06-08,新华基金
002082,华泰柏瑞激励动力混合C,暂停申购,暂停申购,7.95%,14.96%,26.74%,58.33%,78.08%,117.10%,混合型,0.00亿元（2019-12-31）,2015-11-19,华泰柏瑞基金
002080,前海开源一带一路混合C,0.15%,100元起购,12.11%,24.76%,30.33%,49.60%,15.35%,31.50%,混合型,0.06亿元（2019-12-31）,2015-11-16,前海开源基金
002079,前海开源中国稀缺资产混合C,0.15%,100元起购,10.84%,23.88%,31.13%,68.32%,77.25%,76.90%,混合型,2.34亿元（2019-12-31）,2015-11-19,前海开源基金
002078,浙商日添利B,0.00%,5000000元起购,0.18%,0.56%,1.08%,2.07%,9.62%,13.53%,货币型,0.20亿元（2019-12-31）,2015-12-08,浙商基金
002077,浙商日添利A,0.00%,100元起购,0.16%,0.50%,0.96%,1.83%,8.83%,12.39%,货币型,0.29亿元（2019-12-31）,2015-12-08,浙商基金
002076,浙商中证500指数增强A,0.15%,100元起购,9.92%,21.77%,25.33%,32.91%,6.70%,12.03%,股票指数,1.80亿元（2019-12-31）,2016-05-11,浙商基金
002075,光大睿鑫混合C,0.00%,100元起购,1.85%,3.76%,4.75%,7.19%,17.27%,19.03%,混合型,0.90亿元（2019-12-31）,2015-11-17,光大保德信基金
002074,圆信永丰兴融C,0.00%,100元起购,1.15%,2.23%,3.64%,5.50%,15.93%,18.72%,债券型,0.00亿元（2019-12-31）,2015-12-21,圆信永丰基金
002073,圆信永丰兴融A,0.08%,100元起购,1.15%,2.32%,3.73%,5.79%,17.17%,20.10%,债券型,17.29亿元（2019-12-31）,2015-12-21,圆信永丰基金
002072,长安鑫利优选混合C,0.00%,100元起购,9.95%,16.75%,22.38%,35.59%,81.64%,90.52%,混合型,0.15亿元（2019-12-31）,2015-11-17,长安基金
002068,东方多策略灵活配置混合C,暂停申购,暂停申购,0.08%,-0.01%,0.48%,1.19%,62.42%,65.05%,混合型,2.05亿元（2019-12-31）,2015-11-13,东方基金
002067,诺安精选回报混合,暂停申购,暂停申购,18.83%,37.18%,43.33%,62.42%,61.05%,65.56%,混合型,1.60亿元（2019-12-31）,2016-03-28,诺安基金
002066,景顺长城景盛双息收益债券C,0.00%,100元起购,0.89%,2.45%,2.72%,3.95%,11.10%,13.10%,债券型,0.08亿元（2019-12-31）,2016-01-26,景顺长城基金
002071,长安产业精选混合C,0.00%,100元起购,14.16%,16.52%,19.88%,33.40%,47.35%,48.20%,混合型,0.45亿元（2019-12-31）,2015-11-16,长安基金
002065,景顺长城景盛双息收益债券A,0.08%,100元起购,0.88%,2.50%,2.86%,4.26%,12.52%,15.00%,债券型,0.13亿元（2019-12-31）,2016-01-26,景顺长城基金
002064,华富产业升级灵活配置混合,0.15%,100元起购,22.91%,48.95%,59.38%,77.67%,--,78.02%,混合型,0.38亿元（2019-12-31）,2017-05-08,华富基金
002063,国泰沪深300指数增强C,暂停申购,暂停申购,3.49%,8.60%,8.67%,15.60%,14.86%,18.75%,股票指数,0.95亿元（2019-12-31）,2015-11-16,国泰基金
002062,国泰国策驱动灵活配置混合C,暂停申购,暂停申购,3.52%,7.59%,9.68%,18.79%,5.38%,12.55%,混合型,2.43亿元（2019-12-31）,2015-11-16,国泰基金
002061,国泰安康定期支付混合C,暂停申购,暂停申购,2.90%,5.77%,7.59%,10.48%,22.62%,132.85%,混合型,0.02亿元（2019-12-31）,2015-11-16,国泰基金
002060,东方新策略灵活配置混合C,暂停申购,暂停申购,1.49%,3.95%,6.51%,9.19%,2.94%,6.57%,混合型,0.92亿元（2019-12-31）,2015-11-13,东方基金
002057,中银新机遇混合A,0.10%,100元起购,3.42%,7.64%,9.71%,18.02%,31.75%,40.18%,混合型,5.04亿元（2019-12-31）,2015-11-19,中银基金
002056,中银新财富混合C,0.00%,100元起购,1.74%,3.63%,4.91%,14.70%,26.14%,32.60%,混合型,4.24亿元（2019-12-31）,2015-11-19,中银基金
002055,国泰兴益灵活配置混合C,0.00%,100元起购,0.96%,2.02%,3.94%,6.72%,18.02%,23.58%,混合型,2.45亿元（2019-12-31）,2015-11-16,国泰基金
002054,中银新财富混合A,0.10%,100元起购,1.83%,3.72%,4.99%,15.12%,27.17%,34.19%,混合型,0.05亿元（2019-12-31）,2015-11-19,中银基金
002053,诺安优势行业混合C,暂停申购,暂停申购,3.85%,7.52%,8.10%,10.23%,8.27%,8.86%,混合型,0.00亿元（2019-12-31）,2015-11-18,诺安基金
002052,诺安稳健回报灵活配置混合C,暂停申购,暂停申购,5.05%,6.70%,8.15%,11.40%,17.49%,21.15%,混合型,7.46亿元（2019-12-31）,2015-11-18,诺安基金
002049,融通新机遇灵活配置混合,0.15%,100元起购,2.62%,5.94%,7.44%,13.58%,24.93%,26.30%,混合型,13.22亿元（2019-12-31）,2015-11-17,融通基金
002048,博时安誉18个月定开债,0.06%,100元起购,1.22%,2.46%,2.94%,5.19%,10.56%,13.87%,定开债券,2.01亿元（2019-12-31）,2015-12-23,博时基金
002051,诺安创新驱动混合C,暂停申购,暂停申购,2.43%,5.22%,5.93%,9.93%,12.89%,16.80%,混合型,5.94亿元（2019-12-31）,2015-11-18,诺安基金
002036,安信优势增长混合C,0.00%,100元起购,10.14%,21.99%,26.57%,48.36%,84.48%,100.22%,混合型,0.86亿元（2019-12-31）,2015-11-17,安信基金
002035,安信平稳增长混合发起C,0.15%,100元起购,0.99%,1.67%,1.97%,7.68%,16.61%,28.28%,混合型,0.02亿元（2019-12-31）,2015-11-18,安信基金
002031,华夏策略混合,0.15%,100元起购,7.60%,17.38%,21.65%,35.94%,40.15%,505.61%,混合型,7.92亿元（2019-12-31）,2008-10-23,华夏基金
002046,信诚新锐混合B,0.00%,100元起购,0.61%,3.71%,5.42%,7.10%,10.08%,14.70%,混合型,1.57亿元（2019-12-31）,2015-11-25,中信保诚基金
002043,天治研究驱动混合C,0.10%,100元起购,9.01%,15.82%,21.93%,43.23%,44.05%,37.96%,混合型,0.24亿元（2019-12-31）,2015-11-12,天治基金
